ml_id,imdb_id,ml_title,imdb_title,ml_year,imdb_year,ml_genres,ml_genres_augment,imdb_genres,imdb_type,director,writer,actor,actress,cinematographer,composer,producer,editor,production_designer,archive_footage,archive_sound
2385,tt0119304,Home Fries (1998),Home Fries,1998,1998,"['Comedy', 'Romance']","['Comedy', 'Romance']","['Comedy', 'Drama', 'Romance']",movie,['nm0661751'],['nm0319213'],"['nm0005561', 'nm0000998']","['nm0000106', 'nm0001573']",,,"['nm0627917', 'nm0425741', 'nm0001410', 'nm0001469']",,,,
2386,tt0165494,Jerry Springer: Ringmaster (1998),Ringmaster,1998,1998,['Drama'],"['Comedy', 'Drama']",['Comedy'],movie,['nm0009053'],['nm0007075'],"['nm0001761', 'nm0001530']","['nm0005326', 'nm0353243']",,,"['nm0820925', 'nm0326214', 'nm0420743', 'nm0749496']",,,,
2387,tt0124198,Very Bad Things (1998),Very Bad Things,1998,1998,"['Comedy', 'Crime']","['Comedy', 'Crime']","['Comedy', 'Crime', 'Thriller']",movie,['nm0000916'],,"['nm0000225', 'nm0827663', 'nm0269463']",['nm0000139'],['nm0377454'],['nm0004841'],"['nm0184546', 'nm0618558', 'nm0771512']",,,,
2388,tt0119248,Steam: The Turkish Bath (Hamam) (1997),Steam: The Turkish Bath,1997,1997,"['Drama', 'Romance']","['Drama', 'Romance']","['Drama', 'Romance']",movie,['nm0654858'],"['nm0876545', 'nm0759757']","['nm0309348', 'nm0147605', 'nm0258905']",['nm0195017'],,['nm0211506'],"['nm0728276', 'nm0853762']",,,,
2389,tt0155975,Psycho (1998),Psycho,1998,1998,"['Crime', 'Horror', 'Thriller']","['Crime', 'Horror', 'Thriller']","['Horror', 'Mystery', 'Thriller']",movie,['nm0001814'],"['nm0088645', 'nm0825010']","['nm0000681', 'nm0001557']","['nm0000162', 'nm0000194']",['nm0236313'],['nm0002136'],['nm0004976'],,,,
2390,tt0147004,Little Voice (1998),Little Voice,1998,1998,['Comedy'],['Comedy'],"['Comedy', 'Drama', 'Music']",movie,['nm0379179'],['nm0142179'],"['nm0000323', 'nm0000191']","['nm0000950', 'nm0001363']",['nm0172130'],['nm0022903'],['nm0439563'],['nm0003920'],,,
2391,tt0120324,"Simple Plan, A (1998)",A Simple Plan,1998,1998,"['Crime', 'Thriller']","['Crime', 'Drama', 'Thriller']","['Crime', 'Drama', 'Thriller']",movie,['nm0000600'],['nm0809895'],"['nm0000200', 'nm0000671', 'nm0109785']",['nm0000403'],['nm0457886'],['nm0000384'],"['nm0413208', 'nm0775443']",,,,
2392,tt0141109,Jack Frost (1998),Jack Frost,1998,1998,"['Comedy', 'Drama']","['Children', 'Comedy', 'Drama']","['Comedy', 'Drama', 'Family']",movie,['nm0003474'],"['nm0425756', 'nm0089237', 'nm0731271', 'nm0149065']","['nm0000474', 'nm0189200', 'nm0004692']",['nm0000593'],,,['nm0044363'],,,,
2393,tt0120844,Star Trek: Insurrection (1998),Star Trek: Insurrection,1998,1998,"['Action', 'Sci-Fi']","['Action', 'Drama', 'Romance', 'Sci-Fi']","['Action', 'Adventure', 'Sci-Fi']",movie,,"['nm0734472', 'nm0075834', 'nm0683522']","['nm0001772', 'nm0000408', 'nm0000653', 'nm0000996']",,['nm0005772'],['nm0000025'],,['nm0074318'],,,
2394,tt0120794,"Prince of Egypt, The (1998)",The Prince of Egypt,1998,1998,"['Animation', 'Musical']","['Animation', 'Musical']","['Adventure', 'Animation', 'Drama']",movie,"['nm0152312', 'nm9054338', 'nm0920425']","['nm0493857', 'nm0583292']","['nm0000174', 'nm0000146']","['nm0000201', 'nm0000113']",,,['nm0277896'],,,,
2395,tt0128445,Rushmore (1998),Rushmore,1998,1998,['Comedy'],"['Comedy', 'Drama']","['Comedy', 'Drama', 'Romance']",movie,['nm0027572'],['nm0005562'],"['nm0005403', 'nm0000195', 'nm0001025']",['nm0931404'],['nm0005934'],['nm0006205'],"['nm0578814', 'nm0771490']",,,,
2396,tt0138097,Shakespeare in Love (1998),Shakespeare in Love,1998,1998,"['Comedy', 'Romance']","['Comedy', 'Drama', 'Romance']","['Comedy', 'Drama', 'History']",movie,['nm0006960'],"['nm0635565', 'nm0001779']","['nm0001212', 'nm0001691', 'nm0929489']",['nm0000569'],,,"['nm0005544', 'nm0317642', 'nm0661406']",,,,
2397,tt0087688,Mass Appeal (1984),Mass Appeal,1984,1984,['Drama'],['Drama'],['Drama'],movie,['nm0429958'],['nm0204247'],"['nm0000493', 'nm0411964', 'nm0001164']",['nm0490103'],['nm0676286'],['nm0006015'],"['nm0287759', 'nm0877274']",,,,
2398,tt0039628,Miracle on 34th Street (1947),Miracle on 34th Street,1947,1947,['Drama'],"['Comedy', 'Drama']","['Comedy', 'Drama', 'Family']",movie,['nm0780833'],['nm0204016'],"['nm0350324', 'nm0668361', 'nm0516876']",['nm0000058'],"['nm0164690', 'nm0013914']",['nm0006203'],['nm0674169'],,,,
2399,tt0089961,Santa Claus: The Movie (1985),Santa Claus: The Movie,1985,1985,"['Adventure', ""Children's"", 'Fantasy']","['Adventure', 'Children', 'Fantasy']","['Adventure', 'Family', 'Fantasy']",movie,['nm0844358'],"['nm0628058', 'nm0628174']","['nm0001545', 'nm0001475', 'nm0399663', 'nm0580565']",,,['nm0000049'],"['nm0007163', 'nm0818201']",,,,
2400,tt0098115,Prancer (1989),Prancer,1989,1989,"[""Children's"", 'Drama']","['Children', 'Drama', 'Fantasy']","['Drama', 'Family', 'Fantasy']",movie,['nm0359386'],['nm0852430'],"['nm0000385', 'nm0001820']","['nm0001458', 'nm0017377']",['nm0839870'],['nm0003574'],['nm0209581'],['nm0640298'],,,
2401,tt0089767,Pale Rider (1985),Pale Rider,1985,1985,['Western'],['Western'],"['Drama', 'Western']",movie,,"['nm0125060', 'nm0795461']","['nm0000142', 'nm0605363']","['nm0811202', 'nm0001607']",['nm0839732'],['nm0006215'],,['nm0185088'],['nm0137063'],,
2402,tt0089880,Rambo: First Blood Part II (1985),Rambo: First Blood Part II,1985,1985,"['Action', 'War']","['Action', 'Adventure', 'Thriller']","['Action', 'Adventure', 'Thriller']",movie,['nm0181902'],"['nm0606251', 'nm0418883', 'nm0000116']","['nm0000230', 'nm0001077', 'nm0621008', 'nm0000925']",,,['nm0000025'],['nm0270809'],,,,
2403,tt0083944,First Blood (1982),First Blood,1982,1982,['Action'],"['Action', 'Adventure', 'Drama', 'Thriller']","['Action', 'Adventure']",movie,['nm0467646'],"['nm0606251', 'nm0468997', 'nm0755266']","['nm0000230', 'nm0001133', 'nm0001077', 'nm0571853']",,,['nm0000025'],['nm0270809'],,,,
2404,tt0095956,Rambo III (1988),Rambo III,1988,1988,"['Action', 'War']","['Action', 'Adventure', 'Thriller', 'War']","['Action', 'Adventure']",movie,['nm0003423'],"['nm0606251', 'nm0504802']","['nm0000230', 'nm0001077', 'nm0209030', 'nm0001748']",,['nm0822285'],['nm0000025'],['nm0270809'],,,,
2405,tt0089370,"Jewel of the Nile, The (1985)",The Jewel of the Nile,1985,1985,"['Action', 'Adventure', 'Comedy', 'Romance']","['Action', 'Adventure', 'Comedy', 'Romance']","['Action', 'Adventure', 'Comedy']",movie,['nm0853546'],"['nm0742797', 'nm0465199', 'nm0858736']","['nm0000140', 'nm0000362', 'nm0283754']",['nm0000678'],['nm0000957'],['nm0006217'],,,,,
2406,tt0088011,Romancing the Stone (1984),Romancing the Stone,1984,1984,"['Action', 'Adventure', 'Comedy', 'Romance']","['Action', 'Adventure', 'Comedy', 'Romance']","['Action', 'Adventure', 'Comedy']",movie,['nm0000709'],"['nm0858736', 'nm0229644', 'nm0291442', 'nm0798988']","['nm0000140', 'nm0000362', 'nm0635649']",['nm0000678'],,['nm0006293'],,,,,
2407,tt0088933,Cocoon (1985),Cocoon,1985,1985,"['Comedy', 'Sci-Fi']","['Comedy', 'Sci-Fi']","['Comedy', 'Drama', 'Sci-Fi']",movie,['nm0000165'],"['nm0070676', 'nm0764545']","['nm0000747', 'nm0000979', 'nm0002025', 'nm0001133']",,,,"['nm0005573', 'nm0113360', 'nm0005572']",,,,
2408,tt0094890,Cocoon: The Return (1988),Cocoon: The Return,1988,1988,"['Comedy', 'Sci-Fi']","['Comedy', 'Sci-Fi']","['Adventure', 'Comedy', 'Mystery']",movie,['nm0677951'],"['nm0764545', 'nm0002448', 'nm0103215']","['nm0000747', 'nm0000979', 'nm0002025']",['nm0001073'],,,"['nm0005572', 'nm0113360']",,,,
2409,tt0079817,Rocky II (1979),Rocky II,1979,1979,"['Action', 'Drama']","['Action', 'Drama']","['Drama', 'Sport']",movie,,,"['nm0000230', 'nm0949350', 'nm0001835']",['nm0001735'],['nm0124832'],['nm0006015'],"['nm0153590', 'nm0005563']",['nm0021065'],,,
2410,tt0084602,Rocky III (1982),Rocky III,1982,1982,"['Action', 'Drama']","['Action', 'Drama']","['Drama', 'Sport']",movie,,,"['nm0000230', 'nm0949350', 'nm0001835']",['nm0001735'],['nm0124832'],['nm0006015'],"['nm0153590', 'nm0005563']","['nm0956699', 'nm0912536']",,,
2411,tt0089927,Rocky IV (1985),Rocky IV,1985,1985,"['Action', 'Drama']","['Action', 'Drama']","['Drama', 'Sport']",movie,,,"['nm0000230', 'nm0949350', 'nm0001835']",['nm0001735'],['nm0124832'],['nm0225746'],"['nm0153590', 'nm0005563']","['nm0956699', 'nm0923847']",,,
2412,tt0100507,Rocky V (1990),Rocky V,1990,1990,"['Action', 'Drama']","['Action', 'Drama']","['Drama', 'Sport']",movie,['nm0000814'],,"['nm0000230', 'nm0949350', 'nm0821739']",['nm0001735'],['nm0692925'],['nm0006015'],"['nm0153590', 'nm0005563']",['nm0274729'],,,
2413,tt0088930,Clue (1985),Clue,1985,1985,"['Comedy', 'Mystery']","['Comedy', 'Crime', 'Mystery', 'Thriller']","['Comedy', 'Crime', 'Mystery']",movie,['nm0528718'],"['nm0000484', 'nm0695422']","['nm0000347', 'nm0000502']","['nm0107281', 'nm0001404']",['nm0005755'],['nm0606657'],['nm0384185'],,,,
2414,tt0090357,Young Sherlock Holmes (1985),Young Sherlock Holmes,1985,1985,"['Action', 'Adventure', 'Mystery']","['Action', 'Adventure', 'Children', 'Fantasy', 'Mystery', 'Thriller']","['Adventure', 'Fantasy', 'Mystery']",movie,['nm0001469'],"['nm0236279', 'nm0001060']","['nm0746583', 'nm0184893', 'nm0001891']",['nm0001830'],['nm0003552'],['nm0005976'],['nm0425741'],,,,
2415,tt0092173,Violets Are Blue... (1986),Violets Are Blue...,1986,1986,"['Drama', 'Romance']","['Drama', 'Romance']","['Drama', 'Romance']",movie,['nm0279926'],['nm0284524'],"['nm0000177', 'nm0446120']","['nm0000651', 'nm0000889']",['nm0005659'],['nm0002305'],['nm0694230'],['nm0913149'],,,
2416,tt0090685,Back to School (1986),Back to School,1986,1986,['Comedy'],['Comedy'],"['Comedy', 'Romance', 'Sport']",movie,['nm0582635'],"['nm0868242', 'nm0276248', 'nm0810948', 'nm0436950', 'nm0017620']","['nm0001098', 'nm0949350', 'nm0330360']",['nm0001419'],,,,,,,
2417,tt0091188,Heartburn (1986),Heartburn,1986,1986,"['Comedy', 'Drama']","['Comedy', 'Drama']","['Comedy', 'Drama']",movie,['nm0001566'],['nm0001188'],"['nm0000197', 'nm0001099']","['nm0000658', 'nm0822972']",['nm0000743'],['nm0800089'],['nm0339086'],['nm0642714'],,,
2418,tt0091653,Nothing in Common (1986),Nothing in Common,1986,1986,['Comedy'],['Comedy'],"['Comedy', 'Drama', 'Romance']",movie,['nm0005190'],"['nm0687940', 'nm0695933']","['nm0000158', 'nm0001276', 'nm0001185']",['nm0001693'],['nm0002166'],['nm0502733'],['nm0741228'],,,,
2419,tt0091024,Extremities (1986),Extremities,1986,1986,"['Drama', 'Thriller']","['Drama', 'Thriller']","['Drama', 'Thriller']",movie,['nm0950001'],['nm0557895'],['nm0751638'],"['nm0000396', 'nm0005569', 'nm0769311']",['nm0163797'],['nm0002370'],['nm0837396'],['nm0167986'],,,
2420,tt0087538,"Karate Kid, The (1984)",The Karate Kid,1984,1984,['Drama'],['Drama'],"['Action', 'Drama', 'Family']",movie,['nm0000814'],['nm0436543'],"['nm0001494', 'nm0001552', 'nm0184392']",['nm0000223'],['nm0185583'],['nm0006015'],['nm0005545'],['nm0611705'],,,
2421,tt0091326,"Karate Kid, Part II, The (1986)",The Karate Kid Part II,1986,1986,"['Action', 'Adventure', 'Drama']","['Action', 'Adventure', 'Drama']","['Action', 'Family', 'Sport']",movie,['nm0000814'],['nm0436543'],"['nm0001552', 'nm0001494', 'nm0425944', 'nm0540330']",,['nm0185583'],['nm0006015'],['nm0005545'],['nm0307260'],,,
2422,tt0097647,"Karate Kid III, The (1989)",The Karate Kid Part III,1989,1989,"['Action', 'Adventure', 'Drama']","['Action', 'Adventure', 'Children', 'Drama']","['Action', 'Drama', 'Family']",movie,['nm0000814'],['nm0436543'],"['nm0001494', 'nm0001552', 'nm0001299']",['nm0001477'],['nm0005933'],['nm0006015'],['nm0005545'],['nm0141713'],,,
2423,tt0097958,Christmas Vacation (1989),National Lampoon's Christmas Vacation,1989,1989,['Comedy'],['Comedy'],['Comedy'],movie,['nm0154819'],['nm0000455'],"['nm0000331', 'nm0301959']","['nm0000350', 'nm0000496']",['nm0005630'],['nm0000823'],['nm0414930'],['nm0338513'],,,
2424,tt0128853,You've Got Mail (1998),You've Got Mail,1998,1998,"['Comedy', 'Romance']","['Comedy', 'Romance']","['Comedy', 'Drama', 'Romance']",movie,['nm0001188'],"['nm0529450', 'nm0258286']","['nm0000158', 'nm0001427']","['nm0000212', 'nm0000205']",['nm0511979'],['nm0006070'],['nm0795682'],,,,
2425,tt0120706,"General, The (1998)",The General,1998,1998,['Crime'],['Crime'],"['Biography', 'Crime', 'Drama']",movie,['nm0000958'],['nm0931442'],"['nm0322407', 'nm0001160', 'nm0569336']",['nm0448204'],['nm0213239'],['nm0118680'],,['nm0205383'],['nm0908603'],,
2426,tt0120861,"Theory of Flight, The (1998)",The Theory of Flight,1998,1998,"['Comedy', 'Drama', 'Romance']","['Comedy', 'Drama', 'Romance']","['Comedy', 'Drama', 'Romance']",movie,['nm0339030'],['nm0370207'],['nm0000110'],"['nm0000307', 'nm0428121', 'nm0014773']",,['nm0448843'],"['nm0129827', 'nm0802081', 'nm0819680']",,,,
2427,tt0120863,"Thin Red Line, The (1998)",The Thin Red Line,1998,1998,"['Action', 'Drama', 'War']","['Action', 'Drama', 'War']","['Drama', 'War']",movie,['nm0000517'],['nm0428296'],"['nm0001029', 'nm0000576', 'nm0000560', 'nm0009716']",,,['nm0001877'],"['nm0312059', 'nm0384294', 'nm0730535']",,,,
2428,tt0133751,"Faculty, The (1998)",The Faculty,1998,1998,"['Horror', 'Sci-Fi']","['Horror', 'Sci-Fi']","['Horror', 'Sci-Fi']",movie,['nm0001675'],"['nm0917066', 'nm0453987', 'nm0932078']",['nm0001326'],"['nm0108287', 'nm0245112', 'nm0364977']",,['nm0001937'],['nm0042882'],,,,
2429,tt0120751,Mighty Joe Young (1998),Mighty Joe Young,1998,1998,"['Adventure', ""Children's"", 'Drama']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Thriller']","['Action', 'Adventure', 'Family']",movie,['nm0881038'],"['nm0178260', 'nm0741656', 'nm0742797', 'nm0465199']","['nm0000200', 'nm0784884', 'nm0278752']",['nm0000234'],,,['nm0366894'],,,,
2430,tt0041650,Mighty Joe Young (1949),Mighty Joe Young,1949,1949,"['Adventure', ""Children's"", 'Drama']","['Adventure', 'Children', 'Drama']","['Adventure', 'Drama', 'Fantasy']",movie,['nm0774325'],"['nm0741656', 'nm0178260']","['nm0424565', 'nm0035877']",['nm0601930'],['nm0402478'],['nm0002202'],,['nm0154924'],,,
2431,tt0129290,Patch Adams (1998),Patch Adams,1998,1998,"['Comedy', 'Drama']","['Comedy', 'Drama']","['Biography', 'Comedy', 'Drama']",movie,['nm0001723'],"['nm0011254', 'nm0616962', 'nm0644203']","['nm0000245', 'nm0518687', 'nm0000450']",['nm0005321'],,,"['nm0447260', 'nm0268286']",,,,
2432,tt0120686,Stepmom (1998),Stepmom,1998,1998,['Drama'],['Drama'],"['Comedy', 'Drama']",movie,['nm0001060'],"['nm0060103', 'nm0505144', 'nm0625458', 'nm0737216', 'nm0394212']",['nm0000438'],"['nm0000210', 'nm0000215', 'nm0540441']",,,,,,,
2433,tt0120633,"Civil Action, A (1998)",A Civil Action,1998,1998,['Drama'],['Drama'],['Drama'],movie,['nm0001873'],['nm0364025'],"['nm0000237', 'nm0000380', 'nm0001724']",['nm0000599'],,['nm0000384'],"['nm0679353', 'nm0000602', 'nm0748784']",,,,
2434,tt0142231,Down in the Delta (1998),Down in the Delta,1998,1998,['Drama'],['Drama'],['Drama'],movie,['nm0029723'],['nm0323643'],['nm0293272'],"['nm0005569', 'nm0019569', 'nm0738354']",,,"['nm0742315', 'nm0134253', 'nm0160222', 'nm0568996']",,,,
2435,tt0119336,Hurlyburly (1998),Hurlyburly,1998,1998,['Drama'],['Drama'],"['Comedy', 'Drama']",movie,['nm0237292'],['nm0704792'],"['nm0000576', 'nm0000228', 'nm0001590']",['nm0000705'],,"['nm0512399', 'nm0046412']","['nm0321621', 'nm0357464']",,,,
2436,tt0120857,Tea with Mussolini (1999),Tea with Mussolini,1999,1999,['Comedy'],"['Comedy', 'Drama', 'War']","['Comedy', 'Drama', 'War']",movie,['nm0001874'],['nm0607876'],,"['nm0001749', 'nm0001132', 'nm0687506', 'nm0000333']",,['nm0035998'],"['nm0663796', 'nm0870369', 'nm0953080']",,,,
2437,tt0120514,Wilde (1997),Wilde,1997,1997,['Drama'],['Drama'],"['Biography', 'Drama', 'Romance']",movie,['nm0317981'],"['nm0593483', 'nm0255264']","['nm0000410', 'nm0000179']","['nm0000603', 'nm0000383']",,['nm0006341'],"['nm0760555', 'nm0006873']",,,,
2438,tt0144546,Outside Ozona (1998),Outside Ozona,1998,1998,"['Drama', 'Thriller']","['Comedy', 'Drama', 'Thriller']","['Comedy', 'Drama', 'Romance']",movie,['nm0136592'],,"['nm0001233', 'nm0001629', 'nm0001601']",['nm0000145'],['nm0367202'],"['nm0536737', 'nm0770723']","['nm0251809', 'nm0467824']",,,,
2439,tt0118564,Affliction (1997),Affliction,1997,1997,['Drama'],['Drama'],"['Drama', 'Mystery', 'Thriller']",movie,['nm0001707'],['nm0001930'],"['nm0000560', 'nm0000336']","['nm0000651', 'nm0862923']",['nm0765477'],['nm0111649'],['nm0718458'],['nm0704950'],,,
2440,tt0127722,Another Day in Paradise (1998),Another Day in Paradise,1998,1998,['Drama'],['Drama'],"['Crime', 'Drama', 'Thriller']",movie,['nm0164187'],"['nm1131497', 'nm0484907', 'nm0157787']","['nm0000249', 'nm0440229']","['nm0000429', 'nm0906031']",['nm0004090'],,,['nm0171537'],,,
2441,tt0120699,"Hi-Lo Country, The (1998)",The Hi-Lo Country,1998,1998,"['Drama', 'Western']","['Drama', 'Romance', 'Western']","['Drama', 'Romance', 'Western']",movie,['nm0001241'],"['nm0263053', 'nm0338396']","['nm0001082', 'nm0000437', 'nm0369513']",['nm0000099'],,,"['nm0271479', 'nm0079677', 'nm0208381']",,,,
2442,tt0150915,Hilary and Jackie (1998),Hilary and Jackie,1998,1998,['Drama'],['Drama'],"['Biography', 'Drama', 'Music']",movie,['nm0875793'],"['nm0699503', 'nm0699504', 'nm0101639']","['nm0289656', 'nm0607375']","['nm0001833', 'nm0341737']",,,"['nm0665466', 'nm0448816']",,,,
2443,tt0145734,Playing by Heart (1998),Playing by Heart,1998,1998,"['Drama', 'Romance']","['Drama', 'Romance']","['Comedy', 'Drama', 'Romance']",movie,['nm0141033'],,"['nm0000125', 'nm0000381']","['nm0000096', 'nm0000995']",['nm0005936'],['nm0000290'],"['nm0006917', 'nm0928987']",['nm0768817'],,,
2444,tt0120391,24 7: Twenty Four Seven (1997),Twenty Four Seven,1997,1997,"['Comedy', 'Drama']","['Comedy', 'Drama']","['Comedy', 'Drama', 'Romance']",movie,['nm0276349'],['nm0292211'],"['nm0001364', 'nm0638266', 'nm1777175', 'nm0427646']",,['nm0746474'],"['nm0381963', 'nm0531534']",['nm0922105'],,,,
2445,tt0132512,At First Sight (1999),At First Sight,1999,1999,['Drama'],['Drama'],"['Drama', 'Romance']",movie,['nm0005563'],"['nm0755312', 'nm0506246']","['nm0000174', 'nm0001836']","['nm0000227', 'nm0000534']",['nm0005868'],['nm0006142'],['nm0184620'],,,,
2446,tt0120710,In Dreams (1999),In Dreams,1999,1999,['Thriller'],"['Horror', 'Thriller']","['Drama', 'Fantasy', 'Thriller']",movie,['nm0001403'],"['nm0939562', 'nm0732430']","['nm0000375', 'nm0001644']","['nm0000906', 'nm0756218']",,['nm0006106'],"['nm0003992', 'nm0941262']",,,,
2447,tt0139699,Varsity Blues (1999),Varsity Blues,1999,1999,"['Comedy', 'Drama']","['Comedy', 'Drama']","['Comedy', 'Drama', 'Romance']",movie,['nm0005367'],['nm0407717'],"['nm0004735', 'nm0000685', 'nm0908094', 'nm0504516']",,['nm0169281'],['nm0006142'],"['nm0482019', 'nm0866132']",,,,
2448,tt0120458,Virus (1999),Virus,1999,1999,"['Horror', 'Sci-Fi']","['Horror', 'Sci-Fi']","['Action', 'Horror', 'Sci-Fi']",movie,['nm0116497'],"['nm0679326', 'nm0271022']","['nm0000661', 'nm0000287']","['nm0000130', 'nm0001586']",['nm0250867'],['nm0006193'],['nm0005036'],,,,
2449,tt0093072,"Garbage Pail Kids Movie, The (1987)",The Garbage Pail Kids Movie,1987,1987,"['Adventure', ""Children's""]","['Adventure', 'Children', 'Comedy']","['Adventure', 'Comedy', 'Family']",movie,['nm0024120'],"['nm1378029', 'nm0693764']","['nm0627969', 'nm0040015', 'nm0284496']",['nm0053508'],['nm0312883'],['nm0516083'],,['nm0140270'],,,
2450,tt0091225,Howard the Duck (1986),Howard the Duck,1986,1986,"['Adventure', ""Children's"", 'Sci-Fi']","['Adventure', 'Comedy', 'Sci-Fi']","['Action', 'Adventure', 'Comedy']",movie,['nm0404754'],"['nm0314153', 'nm0441718', 'nm0562554']","['nm0000470', 'nm0000209', 'nm0301839']",['nm0000670'],['nm0459660'],['nm0000290'],,,,,
2451,tt0093075,"Gate, The (1987)",The Gate,1987,1987,['Horror'],['Horror'],"['Fantasy', 'Horror']",movie,['nm0847749'],['nm0002749'],"['nm0001151', 'nm0873097']","['nm0219821', 'nm0746414']",['nm0904625'],"['nm0006129', 'nm0006254']",['nm0447190'],,,,
2452,tt0099636,"Gate II: Trespassers, The (1990)",Gate 2: The Trespassers,1990,1990,['Horror'],['Horror'],"['Comedy', 'Fantasy', 'Horror']",movie,['nm0847749'],['nm0002749'],"['nm0873097', 'nm0721951', 'nm0898256']",['nm0781899'],['nm0257417'],['nm0089066'],['nm0358877'],['nm0761697'],,,
2453,tt0090768,"Boy Who Could Fly, The (1986)",The Boy Who Could Fly,1986,1986,"['Drama', 'Fantasy']","['Drama', 'Fantasy']","['Drama', 'Fantasy', 'Romance']",movie,['nm0145309'],,"['nm0001809', 'nm0000625']","['nm0212635', 'nm0000889']","['nm0390435', 'nm0692925']",['nm0005976'],['nm0011867'],['nm0448269'],,,
2454,tt0051622,"Fly, The (1958)",The Fly,1958,1958,"['Horror', 'Sci-Fi']","['Horror', 'Mystery', 'Sci-Fi']","['Drama', 'Horror', 'Sci-Fi']",movie,['nm0627087'],"['nm0165412', 'nm0486228']","['nm0373314', 'nm0001637', 'nm0003339']",['nm0654433'],['nm0835365'],['nm0006275'],,['nm0925212'],,,
2455,tt0091064,"Fly, The (1986)",The Fly,1986,1986,"['Horror', 'Sci-Fi']","['Drama', 'Horror', 'Sci-Fi', 'Thriller']","['Drama', 'Horror', 'Sci-Fi']",movie,['nm0000343'],"['nm0486228', 'nm0688279']","['nm0000156', 'nm0315288']","['nm0000133', 'nm0100205']",['nm0410419'],['nm0006290'],['nm0180366'],,,,
2456,tt0097368,"Fly II, The (1989)",The Fly II,1989,1989,"['Horror', 'Sci-Fi']","['Horror', 'Sci-Fi']","['Drama', 'Horror', 'Sci-Fi']",movie,['nm0906901'],"['nm0486228', 'nm0308376', 'nm0923646', 'nm0003117', 'nm0001104']","['nm0000655', 'nm0724673', 'nm0315288']",['nm0001879'],,,,,,,
2457,tt0091875,Running Scared (1986),Running Scared,1986,1986,"['Action', 'Comedy']","['Action', 'Comedy']","['Action', 'Comedy', 'Crime']",movie,['nm0001382'],"['nm0222904', 'nm0404128']","['nm0002138', 'nm0000345', 'nm0000874']",['nm0283311'],,['nm0854644'],"['nm0287759', 'nm0877274']",,,,
